Site,Date,Time,Temp.,Sal.,Depth (cm),Turb. (NTU),CDOM
31,4/26/2006,1230,30.0,50.0,60,,
22,4/26/2006,1030,28.0,21.0,35,,
32,4/26/2006,1305,30.0,50.0,55,,
23,4/26/2006,1100,29.0,20.0,70,,
24,4/26/2006,1110,29.0,20.0,80,,
34,4/26/2006,1330,31.0,50.0,60,,
35,4/26/2006,1320,31.00,50.0,70,,
25,4/26/2006,1125,29.0,20.0,110,,
26,4/26/2006,1145,29.0,20.0,80,,
38,4/26/2006,1410,31.0,50.0,35,,
29,4/26/2006,1155,30.0,45.0,80,,
30,4/26/2006,1210,30.0,49.0,80,,
1,5/25/2006,1240,29.0,28.0,150,,
2,5/25/2006,1220,30.0,28.0,145,,
3,5/25/2006,1130,29.0,29.0,160,,
13,5/25/2006,1440,29.0,46.0,130,,
4,5/25/2006,1320,29.00,29.0,130,,
5,5/25/2006,1200,29.0,29.0,120,,
6,5/25/2006,1255,29.0,29.0,145,,
7,5/25/2006,1030,29.0,31.0,110,,
17,5/25/2006,1500,29.0,48.0,90,,
8,5/25/2006,1345,29.0,37.0,125,,
9,5/25/2006,1410,29.0,36.0,115,,
22,5/29/2006,1120,31.0,26.0,40,,
23,5/29/2006,1200,32.0,23.0,80,,
24,5/29/2006,1225,30.0,23.0,85,,
25,5/29/2006,1340,32.0,22.0,120,,
26,5/29/2006,1410,31.0,23.0,95,,
27,5/29/2006,1445,31.0,22.0,140,,
28,5/29/2006,1255,32.0,21.0,130,,
31,5/31/2006,1240,30.0,50.0,80,,
32,5/31/2006,1345,31.0,51.0,60,,
33,5/31/2006,1410,32.0,53.0,65,,
34,5/31/2006,1445,31.0,53.0,65,,
35,5/31/2006,1515,32.00,52.0,75,,
29,5/31/2006,1155,31.0,51.0,100,,
30,5/31/2006,1220,31.0,51.0,90,,
11,6/2/2006,1045,30.0,40.0,70,,
21,6/2/2006,1625,31.0,45.0,110,,
12,6/2/2006,1152,30.0,40.0,100,,
13,6/2/2006,1130,30.0,41.0,110,,
14,6/2/2006,1255,30.00,41.0,45,,
15,6/2/2006,1454,32.0,46.0,70,,
16,6/2/2006,1400,31.0,46.0,75,,
17,6/2/2006,1325,31.0,42.0,65,,
18,6/2/2006,1423,31.0,45.0,70,,
19,6/2/2006,1534,33.0,45.0,55,,
20,6/2/2006,1600,33.0,46.0,50,,
10,6/2/2006,1215,31.0,41.0,60,,
41,6/15/2006,1110,32.0,42.0,45,,
36,6/15/2006,1345,34.0,45.0,30,,
38,6/15/2006,1300,33.0,46.0,30,,
39,6/15/2006,1230,33.0,43.0,30,,
40,6/15/2006,1145,32.0,42.0,35,,
1,6/27/2006,1232,29.5,29.0,140,,
11,6/27/2006,1418,31.5,41.0,80,,
21,6/27/2006,1542,30.5,41.0,125,,
2,6/27/2006,1257,30.0,30.0,150,,
12,6/27/2006,1356,30.5,43.0,115,,
3,6/27/2006,1317,30.0,31.0,155,,
13,6/27/2006,1403,30.5,41.0,125,,
4,6/27/2006,1249,30.00,29.0,125,,
14,6/27/2006,1448,32.00,42.0,70,,
5,6/27/2006,1310,30.0,31.0,110,,
15,6/27/2006,1526,32.0,44.0,85,,
6,6/27/2006,1239,29.5,29.0,145,,
16,6/27/2006,1514,31.5,42.0,95,,
7,6/27/2006,1325,31.0,34.0,110,,
17,6/27/2006,1458,31.0,44.0,90,,
8,6/27/2006,1332,30.5,36.0,125,,
18,6/27/2006,1521,32.0,44.0,90,,
9,6/27/2006,1343,30.5,35.0,110,,
19,6/27/2006,1532,32.0,42.0,70,,
20,6/27/2006,1537,32.0,42.0,65,,
10,6/27/2006,1434,30.0,41.0,75,,
31,6/30/2006,1552,31.5,41.0,80,,
22,6/30/2006,1709,32.0,24.0,70,,
32,6/30/2006,1505,33.0,45.0,50,,
23,6/30/2006,1702,32.0,25.0,90,,
33,6/30/2006,1454,33.0,46.0,60,,
24,6/30/2006,1647,31.0,26.0,100,,
34,6/30/2006,1515,33.5,48.0,60,,
35,6/30/2006,1441,33.00,46.0,70,,
25,6/30/2006,1631,30.0,27.0,130,,
26,6/30/2006,1620,30.5,26.0,100,,
27,6/30/2006,1626,30.0,27.0,145,,
28,6/30/2006,1652,30.5,26.0,140,,
29,6/30/2006,1611,31.5,36.0,100,,
30,6/30/2006,1603,31.5,39.0,90,,
1,7/18/2006,1203,32.0,18.0,135,,
11,7/18/2006,1340,33.0,21.0,75,,
21,7/18/2006,1507,33.5,40.0,115,,
2,7/18/2006,1212,31.5,22.0,145,,
12,7/18/2006,1326,31.0,29.0,110,,
3,7/18/2006,1229,31.0,22.0,155,,
13,7/18/2006,1331,32.0,30.0,115,,
4,7/18/2006,1246,31.50,15.0,130,,
14,7/18/2006,1410,32.00,28.0,50,,
5,7/18/2006,1221,32.5,25.0,120,,
15,7/18/2006,1438,32.0,33.0,80,,
6,7/18/2006,1251,33.0,22.0,140,,
16,7/18/2006,1443,32.0,32.0,80,,
7,7/18/2006,1234,31.0,25.5,110,,
17,7/18/2006,1423,31.5,30.0,80,,
8,7/18/2006,1306,31.0,28.0,130,,
18,7/18/2006,1432,32.0,32.0,80,,
9,7/18/2006,1315,31.0,29.0,110,,
19,7/18/2006,1447,33.0,34.0,70,,
20,7/18/2006,1456,33.5,36.0,65,,
10,7/18/2006,1352,32.0,28.0,60,,
31,7/21/2006,1106,29.0,20.0,110,,
22,7/21/2006,906,28.5,19.0,70,,
32,7/21/2006,1132,28.5,20.0,60,,
23,7/21/2006,926,28.5,18.0,115,,
33,7/21/2006,1153,28.0,24.0,70,,
24,7/21/2006,932,28.5,20.0,120,,
34,7/21/2006,1159,28.5,30.0,75,,
35,7/21/2006,1145,28.50,25.0,85,,
25,7/21/2006,945,28.5,20.0,150,,
26,7/21/2006,1041,28.5,21.0,125,,
27,7/21/2006,1033,28.5,20.0,165,,
28,7/21/2006,914,28.5,20.0,155,,
29,7/21/2006,1050,28.5,19.0,125,,
30,7/21/2006,1056,28.5,20.0,125,,
31,8/22/2006,1111,30.5,18.6,90,,
22,8/22/2006,1411,30.9,18.3,55,,
32,8/22/2006,1021,30.0,18.4,60,,
23,8/22/2006,1355,29.8,18.5,100,,
33,8/22/2006,944,29.9,18.6,70,,
24,8/22/2006,1318,29.4,18.7,100,,
34,8/22/2006,925,29.8,21.4,70,,
35,8/22/2006,1001,29.50,20.7,80,,
25,8/22/2006,1243,29.9,18.9,135,,
26,8/22/2006,1206,29.6,18.8,110,,
27,8/22/2006,1222,30.3,18.8,150,,
28,8/22/2006,1334,30.6,18.7,140,,
29,8/22/2006,1149,31.0,18.5,110,,
30,8/22/2006,1128,30.4,18.6,100,,
1,8/25/2006,845,31.0,11.5,140,,
11,8/25/2006,1434,33.1,18.0,75,,
21,8/25/2006,1106,31.4,37.0,120,,
2,8/25/2006,945,30.8,12.0,160,,
12,8/25/2006,1403,31.8,18.0,110,,
3,8/25/2006,1025,31.1,12.2,160,,
13,8/25/2006,1419,32.3,18.3,120,,
4,8/25/2006,937,30.60,10.0,135,,
14,8/25/2006,1326,34.10,21.7,60,,
5,8/25/2006,1010,31.7,12.7,125,,
15,8/25/2006,1251,32.5,24.9,80,,
6,8/25/2006,915,31.1,10.9,140,,
16,8/25/2006,1212,32.0,25.4,90,,
7,8/25/2006,1045,31.5,13.1,125,,
17,8/25/2006,1305,32.7,23.0,80,,
8,8/25/2006,1055,31.4,14.4,120,,
18,8/25/2006,1231,32.4,23.5,80,,
9,8/25/2006,1115,32.0,14.4,120,,
19,8/25/2006,1135,32.9,37.0,65,,
20,8/25/2006,1154,32.5,36.3,70,,
10,8/25/2006,1347,32.9,19.2,60,,
41,8/31/2006,1058,26.6,27.5,80,,
36,8/31/2006,1220,27.1,17.1,60,,
37,8/31/2006,1155,27.1,21.8,65,,
38,8/31/2006,1245,27.6,14.8,55,,
39,8/31/2006,1305,27.1,15.6,55,,
40,8/31/2006,1125,26.8,22.7,65,,
35,9/7/2006,1144,29.90,13.0,95,,
28,9/7/2006,905,28.3,14.1,160,,
30,9/7/2006,1040,29.2,13.7,125,,
31,9/22/2006,1057,30.7,12.0,105,,
22,9/22/2006,948,29.9,12.5,70,,
32,9/22/2006,1129,30.0,11.7,75,,
23,9/22/2006,1006,30.0,12.5,120,,
33,9/22/2006,1140,30.9,11.0,85,,
24,9/22/2006,1009,30.1,12.7,115,,
34,9/22/2006,1145,31.6,11.4,85,,
35,9/22/2006,1133,30.60,11.3,90,,
25,9/22/2006,1023,30.6,13.0,150,,
26,9/22/2006,1034,30.9,12.8,125,,
27,9/22/2006,1027,30.4,13.0,170,,
28,9/22/2006,957,30.1,12.9,160,,
29,9/22/2006,1041,30.4,12.2,130,,
30,9/22/2006,1046,30.3,12.0,115,,
1,9/26/2006,1002,30.5,4.4,145,,
11,9/26/2006,1253,31.7,6.0,80,,
21,9/26/2006,1426,32.9,24.8,130,,
2,9/26/2006,1007,30.7,4.2,160,,
12,9/26/2006,1218,31.9,6.0,122,,
3,9/26/2006,1125,31.4,4.3,165,,
13,9/26/2006,1224,32.1,6.1,120,,
4,9/26/2006,1112,30.90,2.7,135,,
14,9/26/2006,1317,31.70,6.3,58,,
5,9/26/2006,1132,31.8,4.0,120,,
15,9/26/2006,1358,33.1,8.3,88,,
6,9/26/2006,956,30.8,4.1,138,,
16,9/26/2006,1405,32.3,8.2,90,,
7,9/26/2006,1142,30.8,4.4,120,,
17,9/26/2006,1327,32.5,6.6,85,,
8,9/26/2006,1147,31.6,4.6,140,,
18,9/26/2006,1353,33.4,8.1,85,,
9,9/26/2006,1212,32.8,4.9,125,,
19,9/26/2006,1409,33.5,9.5,65,,
20,9/26/2006,1420,34.2,12.4,70,,
10,9/26/2006,1304,31.0,6.4,75,,
31,10/17/2006,1040,27.0,13.4,95,,
41,10/17/2006,1317,27.7,26.8,,,
22,10/17/2006,836,25.8,13.5,65,,
32,10/17/2006,1105,27.4,14.6,65,,
23,10/17/2006,858,26.0,13.3,105,,
33,10/17/2006,1215,27.0,16.1,80,,
24,10/17/2006,903,26.0,13.3,110,,
34,10/17/2006,1222,27.1,14.9,80,,
35,10/17/2006,1203,26.70,15.5,90,,
25,10/17/2006,1002,26.7,13.1,135,,
36,10/17/2006,1258,28.7,28.4,NA,,
37,10/17/2006,1302,28.1,29.3,NA,,
26,10/17/2006,1015,26.5,13.0,115,,
38,10/17/2006,1255,29.2,25.1,40,,
27,10/17/2006,1008,26.8,13.0,160,,
39,10/17/2006,1321,28.0,22.7,45,,
28,10/17/2006,847,26.4,13.2,140,,
40,10/17/2006,1305,27.7,25.0,55,,
29,10/17/2006,1023,26.6,13.2,120,,
30,10/17/2006,1029,26.8,13.2,105,,
1,10/23/2006,1210,29.8,4.5,145,,
11,10/23/2006,1017,29.1,13.0,90,,
21,10/23/2006,855,28.8,29.8,125,,
2,10/23/2006,1200,29.8,4.5,160,,
12,10/23/2006,956,28.7,14.3,125,,
3,10/23/2006,1149,29.7,4.0,165,,
13,10/23/2006,1005,28.8,14.8,130,,
4,10/23/2006,1220,30.00,4.0,140,,
14,10/23/2006,938,30.50,23.3,70,,
5,10/23/2006,1155,30.2,4.5,140,,
15,10/23/2006,916,29.2,23.8,90,,
6,10/23/2006,1215,30.4,4.4,150,,
16,10/23/2006,912,28.3,23.3,100,,
7,10/23/2006,1144,29.3,5.3,120,,
17,10/23/2006,928,29.6,24.5,90,,
8,10/23/2006,1135,29.3,7.2,140,,
18,10/23/2006,922,29.3,24.3,90,,
9,10/23/2006,1303,30.5,8.1,125,,
19,10/23/2006,901,28.1,24.8,80,,
20,10/23/2006,906,28.7,28.2,85,,
10,10/23/2006,952,28.9,13.2,80,,
1,11/14/2006,845,25.0,5.0,145,,
11,11/14/2006,1348,26.1,15.2,78,,
2,11/14/2006,1019,25.1,5.0,160,,
12,11/14/2006,1300,25.7,15.6,118,,
3,11/14/2006,1100,25.0,5.2,165,,
13,11/14/2006,1325,25.6,16.3,120,,
4,11/14/2006,1000,25.00,4.5,128,,
5,11/14/2006,1030,25.6,5.1,140,,
6,11/14/2006,930,24.9,4.5,145,,
7,11/14/2006,1130,25.5,5.7,120,,
8,11/14/2006,1200,24.6,7.0,130,,
9,11/14/2006,1230,26.0,10.3,120,,
10,11/14/2006,1214,27.5,16.2,75,,
21,11/15/2006,1320,26.1,30.1,130,,
14,11/15/2006,1105,26.40,21.9,65,,
15,11/15/2006,1230,26.0,24.4,90,,
16,11/15/2006,1155,26.0,27.1,95,,
17,11/15/2006,1140,26.1,21.5,90,,
18,11/15/2006,1210,26.3,23.5,90,,
19,11/15/2006,1250,26.8,29.2,80,,
20,11/15/2006,1300,26.7,27.7,75,,
31,11/16/2006,1205,26.9,14.3,80,,
22,11/16/2006,1448,26.2,13.7,50,,
32,11/16/2006,1245,26.9,19.5,60,,
23,11/16/2006,1000,25.3,13.5,100,,
33,11/16/2006,1320,26.9,20.3,75,,
24,11/16/2006,1015,25.3,13.5,95,,
34,11/16/2006,1335,26.9,19.2,75,,
35,11/16/2006,1300,26.90,19.5,85,,
25,11/16/2006,1040,25.6,13.4,130,,
26,11/16/2006,1115,25.6,13.5,105,,
27,11/16/2006,1100,25.7,13.4,150,,
28,11/16/2006,930,25.4,13.5,140,,
29,11/16/2006,1130,26.3,13.6,105,,
30,11/16/2006,1145,26.5,13.6,95,,
41,11/24/2006,1525,21.3,30.9,45,,
36,11/24/2006,1344,23.4,17.8,28,,
37,11/24/2006,1415,22.3,20.6,32,,
38,11/24/2006,1310,22.1,17.6,20,,
40,11/24/2006,1449,21.7,29.8,35,,
1,12/13/2006,1144,22.2,5.9,125,,
11,12/13/2006,1001,22.3,18.9,60,,
21,12/13/2006,820,21.5,32.6,118,,
2,12/13/2006,1136,22.1,6.0,120,,
12,12/13/2006,943,21.7,15.4,100,,
3,12/13/2006,1127,22.1,6.5,140,,
13,12/13/2006,949,21.7,15.9,107,,
4,12/13/2006,1153,22.50,5.4,110,,
14,12/13/2006,931,22.10,19.8,50,,
5,12/13/2006,1131,22.9,6.3,100,,
15,12/13/2006,903,21.6,21.3,73,,
6,12/13/2006,1148,22.2,5.7,123,,
16,12/13/2006,852,21.6,20.8,78,,
7,12/13/2006,1120,22.9,7.1,95,,
17,12/13/2006,912,21.6,20.9,75,,
8,12/13/2006,1104,22.5,9.4,110,,
18,12/13/2006,858,21.7,20.9,70,,
9,12/13/2006,1113,22.8,10.0,102,,
19,12/13/2006,842,21.8,31.9,63,,
20,12/13/2006,830,21.3,31.2,60,,
10,12/13/2006,1049,22.4,19.6,53,,
31,12/21/2006,944,23.2,15.0,82,,
22,12/21/2006,825,22.2,14.1,45,,
32,12/21/2006,1010,23.5,17.8,45,,
23,12/21/2006,845,22.4,13.9,95,,
33,12/21/2006,1020,23.1,21.2,55,,
24,12/21/2006,850,22.3,13.9,90,,
34,12/21/2006,1027,23.4,21.3,52,,
35,12/21/2006,1014,22.80,20.8,68,,
25,12/21/2006,905,22.8,13.9,128,,
26,12/21/2006,916,22.9,13.8,100,,
27,12/21/2006,910,22.8,13.8,140,,
28,12/21/2006,838,22.6,13.9,140,,
29,12/21/2006,924,22.6,13.9,105,,
30,12/21/2006,930,22.7,13.9,92,,
1,1/17/2007,952,23.4,8.3,127,,
21,1/17/2007,1122,24.6,32.4,120,,
2,1/17/2007,945,23.6,8.5,133,,
12,1/17/2007,859,23.7,19.8,102,,
3,1/17/2007,937,23.7,9.2,144,,
13,1/17/2007,903,23.7,20.0,110,,
4,1/17/2007,1000,23.80,7.8,110,,
14,1/17/2007,1101,26.20,29.1,52,,
5,1/17/2007,941,23.9,8.9,110,,
6,1/17/2007,955,23.4,8.1,125,,
7,1/17/2007,932,23.6,10.4,105,,
17,1/17/2007,1110,24.9,27.8,74,,
8,1/17/2007,923,23.6,13.4,110,,
9,1/17/2007,919,23.7,13.9,110,,
10,1/17/2007,853,23.5,20.1,65,,
31,1/23/2007,916,25.2,19.8,75,,
22,1/23/2007,813,23.9,14.8,40,,
32,1/23/2007,946,24.8,29.1,60,,
23,1/23/2007,831,23.9,14.5,78,,
33,1/23/2007,957,25.3,28.1,70,,
24,1/23/2007,834,24.0,14.5,86,,
34,1/23/2007,1001,25.2,27.1,65,,
35,1/23/2007,950,24.60,27.3,77,,
25,1/23/2007,846,24.3,14.4,120,,
26,1/23/2007,854,24.0,14.6,87,,
27,1/23/2007,850,24.4,14.5,135,,
28,1/23/2007,821,24.5,14.5,125,,
29,1/23/2007,902,24.7,16.4,95,,
30,1/23/2007,907,24.3,16.5,87,,
31,2/15/2007,1155,24.8,18.3,75,,
22,2/15/2007,910,21.5,14.6,40,,
32,2/15/2007,1243,27.0,25.8,40,,
23,2/15/2007,1004,22.4,14.7,85,,
33,2/15/2007,1257,26.2,26.2,65,,
24,2/15/2007,1017,22.8,14.7,85,,
34,2/15/2007,1344,27.2,26.9,57,,
35,2/15/2007,1322,27.00,26.6,55,,
25,2/15/2007,1038,23.0,14.7,115,,
26,2/15/2007,1104,23.5,14.6,90,,
27,2/15/2007,1051,23.2,14.7,135,,
28,2/15/2007,938,22.5,14.7,125,,
29,2/15/2007,1121,24.5,16.7,90,,
30,2/15/2007,1135,24.4,17.0,83,,
1,2/27/2007,1030,24.5,10.6,130,,
11,2/27/2007,1255,27.8,23.0,75,,
21,2/27/2007,1535,26.4,34.1,115,,
2,2/27/2007,1048,25.0,11.0,140,,
12,2/27/2007,1220,26.6,24.1,105,,
3,2/27/2007,1120,25.4,11.6,145,,
13,2/27/2007,1235,26.4,24.1,110,,
4,2/27/2007,950,24.90,10.0,115,,
14,2/27/2007,1345,28.20,31.3,50,,
5,2/27/2007,1110,25.5,11.4,105,,
15,2/27/2007,1445,27.8,30.0,70,,
6,2/27/2007,1020,24.8,10.1,130,,
16,2/27/2007,1415,27.8,32.0,80,,
7,2/27/2007,1135,27.2,17.3,95,,
17,2/27/2007,1400,27.6,31.1,75,,
8,2/27/2007,1145,26.3,18.8,105,,
18,2/27/2007,1430,27.9,31.6,75,,
9,2/27/2007,1200,26.2,18.7,100,,
19,2/27/2007,1505,28.1,34.3,60,,
20,2/27/2007,1515,27.9,34.7,60,,
10,2/27/2007,1320,27.1,25.5,60,,
31,3/12/2007,1117,24.0,25.3,65,,
22,3/12/2007,922,21.1,16.9,35,,
32,3/12/2007,1158,25.4,36.1,38,,
23,3/12/2007,956,22.1,15.9,60,,
33,3/12/2007,1228,24.9,24.0,50,,
24,3/12/2007,1000,22.5,16.0,70,,
34,3/12/2007,1234,24.7,33.3,47,,
35,3/12/2007,1203,23.90,34.3,55,,
25,3/12/2007,1015,23.2,16.1,107,,
26,3/12/2007,1031,23.2,16.0,77,,
27,3/12/2007,1025,23.0,15.7,130,,
28,3/12/2007,927,22.7,16.0,112,,
29,3/12/2007,1037,23.3,21.3,87,,
30,3/12/2007,1043,23.6,22.5,75,,
1,4/4/2007,1029,25.4,14.3,119,,
21,4/4/2007,1410,26.8,36.7,116,,
2,4/4/2007,1043,25.5,14.3,132,,
12,4/4/2007,1215,26.1,29.4,105,,
3,4/4/2007,1125,25.8,15.0,144,,
13,4/4/2007,1218,26.8,29.2,105,,
4,4/4/2007,1038,25.10,14.4,115,,
14,4/4/2007,1256,28.00,36.7,53,,
5,4/4/2007,1118,26.5,15.3,103,,
15,4/4/2007,1345,27.6,35.9,68,,
6,4/4/2007,1033,25.1,14.2,118,,
16,4/4/2007,1331,27.3,36.6,80,,
7,4/4/2007,1132,25.3,17.5,105,,
17,4/4/2007,1305,27.1,36.7,73,,
8,4/4/2007,1137,25.6,23.2,115,,
18,4/4/2007,1341,27.9,35.8,76,,
9,4/4/2007,1200,26.0,26.3,104,,
19,4/4/2007,1352,28.0,36.3,65,,
20,4/4/2007,1402,28.2,36.3,62,,
10,4/4/2007,1243,26.9,36.7,55,,
31,4/24/2007,1028,24.0,33.3,72,,
22,4/24/2007,1839,27.0,17.8,37,,
32,4/24/2007,1106,25.6,37.5,35,,
23,4/24/2007,1831,25.6,18.0,85,,
33,4/24/2007,1130,24.2,38.5,53,,
24,4/24/2007,1822,26.0,18.0,85,,
34,4/24/2007,1125,25.2,38.5,48,,
35,4/24/2007,1115,24.02,38.4,62,,
25,4/24/2007,1735,26.0,17.9,120,,
26,4/24/2007,1719,27.5,18.3,85,,
27,4/24/2007,1726,26.3,18.0,135,,
28,4/24/2007,937,23.2,17.7,125,,
29,4/24/2007,1008,23.8,27.6,90,,
30,4/24/2007,1016,24.1,30.5,86,,
1,5/3/2007,959,27.8,17.7,135,,
11,5/3/2007,1155,29.5,31.8,68,,
21,5/3/2007,1302,29.0,35.3,128,,
2,5/3/2007,1058,28.4,18.3,143,,
12,5/3/2007,1140,29.4,32.8,108,,
3,5/3/2007,946,28.3,20.2,155,,
13,5/3/2007,1143,28.9,32.3,114,,
4,5/3/2007,1010,28.00,16.8,125,,
14,5/3/2007,1221,30.20,37.2,59,,
5,5/3/2007,953,28.8,19.5,112,,
15,5/3/2007,1247,29.9,37.0,83,,
6,5/3/2007,1003,27.9,16.9,133,,
16,5/3/2007,1241,29.7,38.8,90,,
7,5/3/2007,937,28.4,22.2,105,,
17,5/3/2007,1227,29.9,37.6,83,,
8,5/3/2007,1116,29.4,26.2,118,,
18,5/3/2007,1244,30.0,37.0,85,,
9,5/3/2007,1129,29.4,27.0,108,,
19,5/3/2007,1254,29.7,38.4,75,,
20,5/3/2007,1258,30.1,38.4,72,,
10,5/3/2007,1209,29.4,37.0,70,,
1,6/4/2007,1001,27.6,20.4,145,,
11,6/4/2007,1309,30.7,29.5,85,,
21,6/4/2007,1609,30.2,37.4,135,,
2,6/4/2007,1021,27.4,21.1,155,,
12,6/4/2007,1222,29.3,32.0,115,,
3,6/4/2007,1102,27.5,21.4,155,,
13,6/4/2007,1245,29.4,31.5,125,,
4,6/4/2007,910,27.70,20.8,130,,
14,6/4/2007,1353,30.70,32.2,70,,
5,6/4/2007,1047,28.3,21.3,125,,
15,6/4/2007,1513,31.8,35.6,88,,
6,6/4/2007,943,27.7,20.8,145,,
16,6/4/2007,1435,30.8,36.0,95,,
7,6/4/2007,1122,27.7,23.0,130,,
17,6/4/2007,1409,30.9,35.4,93,,
8,6/4/2007,1139,29.0,27.4,140,,
18,6/4/2007,1451,30.9,36.5,97,,
9,6/4/2007,1200,29.0,28.7,120,,
19,6/4/2007,1538,31.9,36.4,80,,
20,6/4/2007,1551,31.5,36.3,77,,
10,6/4/2007,1325,30.0,32.3,73,,
31,6/5/2007,1100,31.2,26.7,85,,
22,6/5/2007,1325,30.8,17.6,55,,
32,6/5/2007,1027,30.6,32.4,60,,
23,6/5/2007,1252,29.7,17.9,90,,
33,6/5/2007,951,30.0,33.1,75,,
24,6/5/2007,1240,30.3,18.0,100,,
34,6/5/2007,925,29.7,32.4,75,,
35,6/5/2007,1007,30.20,32.9,85,,
25,6/5/2007,1217,30.3,18.0,135,,
26,6/5/2007,1150,30.2,17.9,105,,
27,6/5/2007,1200,29.7,17.8,150,,
28,6/5/2007,1308,29.8,17.9,140,,
29,6/5/2007,1126,30.7,22.2,105,,
30,6/5/2007,1116,30.6,22.9,100,,
41,6/7/2007,1400,29.7,37.1,55,,
36,6/7/2007,1240,29.6,35.7,35,,
37,6/7/2007,1310,29.0,37.2,45,,
38,6/7/2007,1215,29.1,33.9,35,,
39,6/7/2007,1130,27.1,35.8,35,,
40,6/7/2007,1330,29.2,37.3,45,,
1,6/25/2007,1205,31.8,18.8,147,,
11,6/25/2007,1026,31.8,21.7,86,,
21,6/25/2007,903,30.9,30.7,130,,
2,6/25/2007,1147,31.9,19.2,155,,
12,6/25/2007,1012,31.3,24.6,118,,
3,6/25/2007,1139,31.6,19.2,165,,
13,6/25/2007,1016,31.6,24.9,125,,
4,6/25/2007,1158,32.60,17.4,134,,
14,6/25/2007,954,31.30,24.4,56,,
5,6/25/2007,1143,32.7,18.9,123,,
15,6/25/2007,936,31.1,26.2,80,,
6,6/25/2007,1202,32.4,18.4,148,,
16,6/25/2007,930,30.8,25.4,85,,
7,6/25/2007,1134,32.1,19.3,120,,
17,6/25/2007,942,30.9,24.7,82,,
8,6/25/2007,1042,31.6,20.7,130,,
18,6/25/2007,933,31.2,26.2,85,,
9,6/25/2007,1038,31.5,22.1,125,,
19,6/25/2007,920,30.8,25.7,70,,
20,6/25/2007,909,30.4,27.1,68,,
10,6/25/2007,1007,31.6,24.3,73,,
31,6/29/2007,1131,30.9,17.1,104,,
41,6/29/2007,901,27.8,21.3,58,,
22,6/29/2007,1325,31.5,13.8,68,,
32,6/29/2007,1041,30.4,16.8,65,,
23,6/29/2007,1313,31.2,14.8,110,,
33,6/29/2007,1023,29.5,19.7,80,,
24,6/29/2007,1308,30.7,14.8,110,,
34,6/29/2007,1028,29.7,21.1,73,,
35,6/29/2007,1033,30.10,18.7,87,,
25,6/29/2007,1204,30.2,15.6,150,,
36,6/29/2007,932,28.3,17.4,39,,
37,6/29/2007,923,28.3,19.5,45,,
26,6/29/2007,1152,30.3,15.5,125,,
38,6/29/2007,939,28.7,17.6,40,,
27,6/29/2007,1159,30.7,15.7,160,,
39,6/29/2007,950,28.2,19.8,40,,
28,6/29/2007,1316,31.0,14.9,155,,
40,6/29/2007,911,27.8,20.9,50,,
29,6/29/2007,1146,31.9,15.9,125,,
30,6/29/2007,1136,32.0,16.9,115,,
31,8/2/2007,1424,33.3,15.1,94,,
41,8/2/2007,1223,32.3,27.9,67,,
22,8/2/2007,1548,33.5,14.6,70,,
32,8/2/2007,1401,33.5,15.6,65,,
23,8/2/2007,1536,31.7,14.6,105,,
33,8/2/2007,1339,33.2,17.0,80,,
24,8/2/2007,1532,33.1,14.8,104,,
34,8/2/2007,1344,33.4,17.5,78,,
35,8/2/2007,1349,33.10,16.7,90,,
25,8/2/2007,1455,32.1,14.6,143,,
36,8/2/2007,1246,32.1,19.5,48,,
37,8/2/2007,1220,31.5,20.9,60,,
26,8/2/2007,1446,31.6,14.4,112,,
38,8/2/2007,1249,32.2,17.9,55,,
27,8/2/2007,1450,32.4,14.5,160,,
39,8/2/2007,1253,32.1,18.5,52,,
28,8/2/2007,1540,32.9,14.8,147,,
40,8/2/2007,1231,31.8,25.1,68,,
29,8/2/2007,1439,33.3,14.9,114,,
30,8/2/2007,1429,33.3,14.9,108,,
1,8/8/2007,942,31.5,12.9,148,,
21,8/8/2007,1141,32.3,33.9,132,,
2,8/8/2007,947,31.6,12.8,160,,
12,8/8/2007,1028,32.0,19.8,123,,
3,8/8/2007,1000,32.0,13.5,170,,
13,8/8/2007,1031,32.0,19.9,128,,
4,8/8/2007,937,32.20,11.9,130,,
14,8/8/2007,1053,31.60,21.1,75,,
5,8/8/2007,956,32.2,13.1,128,,
15,8/8/2007,1118,31.9,26.0,89,,
6,8/8/2007,934,32.0,12.0,140,,
16,8/8/2007,1111,31.9,27.4,97,,
7,8/8/2007,1007,32.4,14.7,123,,
17,8/8/2007,1059,31.7,24.9,92,,
8,8/8/2007,1012,32.6,15.7,132,,
18,8/8/2007,1114,32.2,25.4,93,,
9,8/8/2007,1020,32.4,16.4,127,,
19,8/8/2007,1125,32.2,30.5,85,,
20,8/8/2007,1132,32.3,31.4,75,,
10,8/8/2007,1039,32.1,20.3,80,,
31,8/22/2007,1400,31.7,15.1,95,,
22,8/22/2007,1652,32.3,14.7,64,,
32,8/22/2007,1303,32.7,15.4,42,,
23,8/22/2007,1618,31.8,14.5,105,,
33,8/22/2007,1155,30.9,18.7,61,,
24,8/22/2007,1605,32.2,14.6,101,,
34,8/22/2007,1120,30.9,19.3,62,,
35,8/22/2007,1215,30.20,18.7,65,,
25,8/22/2007,1511,31.4,14.5,146,,
26,8/22/2007,1506,32.0,14.4,107,,
27,8/22/2007,1521,31.2,14.4,155,,
28,8/22/2007,1632,31.4,14.6,145,,
