Site,Date,Time,Temp.,Sal.,Depth (cm),Turb. (NTU),CDOM
28,11/12/2014,1347,24.5,13.9,141,15.1,107
29,11/12/2014,1224,24.3,13.7,115,13.3,117
30,11/12/2014,1053,23.0,13.6,110,15.9,122
21,1/14/2015,1440,25.2,36.9,124,2.2,98
12,1/14/2015,1250,24.3,22.9,109,8.9,124
12C,1/14/2015,1232,24.4,23.7,119,12,112
4A,1/14/2015,1101,23.5,13.0,110,5.0,120
13,1/14/2015,1222,24.3,23.6,112,11.2,117
4,1/14/2015,1054,23.78,13.2,127,4.3,113
14,1/14/2015,1311,24.33,23.4,58,13.9,122
5,1/14/2015,1115,24.1,14.4,100,1.6,115
15,1/14/2015,1345,24.9,28.0,71,8.0,114
6,1/14/2015,1042,23.7,14.0,130,7.1,121
16,1/14/2015,1358,25.4,30.2,79,6.5,96
7,1/14/2015,1129,23.6,14.5,105,2.7,133
17,1/14/2015,1321,25.3,30.0,70,5.3,104
8,1/14/2015,1145,23.9,16.9,130,4.1,134
18,1/14/2015,1335,25.1,28.8,77,5.7,116
9,1/14/2015,1204,24.1,16.9,111,4.2,112
19,1/14/2015,1409,25.5,31.3,63,4.3,97
20,1/14/2015,1420,26.1,37.2,61,3.9,90
10,1/14/2015,1256,24.4,23.4,75,9.8,117
31,1/16/2015,1140,22.3,15.3,82,21.4,129
32,1/16/2015,1057,22.4,19.2,55,31.6,142
42,1/16/2015,1224,23.6,12.0,63,8.1,117
23,1/16/2015,1501,23.1,14.3,105,23.4,121
33,1/16/2015,1035,22.5,24.5,80,33.8,170
43,1/16/2015,1236,23.4,12.0,67,9.3,127
24,1/16/2015,1530,23.3,14.3,100,23.0,121
34,1/16/2015,1021,21.6,24.7,60,28.9,170
44,1/16/2015,1253,23.4,11.5,63,7.9,118
24C,1/16/2015,1515,23.11,14.2,104,22.4,108
35,1/16/2015,1043,21.93,22.0,70,26.1,138
45,1/16/2015,1322,22.96,11.5,68,8.6,113
25,1/16/2015,1420,22.9,14.0,135,16.1,110
25C,1/16/2015,1410,22.9,14.0,136,14.6,126
27,1/16/2015,1358,23.2,13.9,149,16.7,116
28,1/16/2015,1444,23.2,14.3,135,17.2,114
29,1/16/2015,1342,23.5,14.6,107,16.0,122
30,1/16/2015,1157,22.5,14.9,99,18.1,127
31,4/1/2015,1124,25.1,29.4,66,36.4,84
32,4/1/2015,1326,28.5,38.6,30,40.3,85
42,4/1/2015,1019,23.2,14.9,40,23.1,65
23,4/1/2015,1601,27.5,16.1,70,29.1,77
33,4/1/2015,1252,25.9,41.8,59,50.7,106
43,4/1/2015,957,24.0,14.6,45,16.0,66
24,4/1/2015,1549,27.1,16.0,71,30.4,72
34,4/1/2015,1228,25.6,41.0,50,60.0,117
44,4/1/2015,938,22.5,14.5,43,13.3,61
24C,4/1/2015,1537,27.11,15.9,92,24.4,66
35,4/1/2015,1309,25.89,41.7,60,44.3,70
45,4/1/2015,907,22.92,14.4,100,13.6,50
25,4/1/2015,1502,25.6,16.3,125,21.1,63
25C,4/1/2015,1451,25.4,16.3,120,18.6,63
27,4/1/2015,1440,25.7,16.6,135,21.3,70
28,4/1/2015,1613,26.3,16.0,125,18.4,62
29,4/1/2015,1423,27.8,26.2,95,28.6,83
30,4/1/2015,1101,24.7,27.2,85,29.1,83
21,4/10/2015,1355,28.4,44.2,111,2.1,26
12,4/10/2015,1131,27.9,36.0,109,10.5,48
12C,4/10/2015,1124,27.9,35.4,110,9,53
4A,4/10/2015,1007,26.9,20.7,105,25.4,53
13,4/10/2015,1141,27.7,36.0,111,9.5,46
4,4/10/2015,956,26.78,21.2,123,8.0,51
14,4/10/2015,1209,29.38,40.3,43,12.0,43
5,4/10/2015,1022,27.6,21.1,91,1.5,51
15,4/10/2015,1245,28.7,42.8,70,2.6,41
6,4/10/2015,936,26.7,21.5,123,2.5,63
16,4/10/2015,1300,28.8,42.5,77,3.3,43
7,4/10/2015,1034,27.6,24.2,97,8.3,52
17,4/10/2015,1217,28.8,40.7,70,5.2,60
8,4/10/2015,1051,27.7,27.0,114,6.8,51
18,4/10/2015,1238,28.7,42.5,70,6.1,46
9,4/10/2015,1110,27.7,27.9,109,7.3,51
19,4/10/2015,1318,29.4,45.3,60,5.7,38
20,4/10/2015,1332,29.6,44.6,50,3.4,34
10,4/10/2015,1154,28.4,38.4,65,11.8,48
21,5/12/2015,1404,29.9,47.4,125,2.3,31
12,5/12/2015,1135,29.3,39.1,113,10.5,47
12C,5/12/2015,1128,29.3,38.4,125,12,48
4A,5/12/2015,1008,28.1,24.2,125,16.2,60
13,5/12/2015,1122,29.0,39.9,120,8.8,48
4,5/12/2015,1000,28.26,24.3,121,8.5,52
14,5/12/2015,1156,29.74,41.2,60,8.7,50
5,5/12/2015,1020,29.4,26.4,110,6.5,49
15,5/12/2015,1228,29.2,45.6,83,4.0,56
6,5/12/2015,932,28.3,25.5,138,4.5,48
16,5/12/2015,1240,29.3,45.8,91,5.4,42
7,5/12/2015,1036,28.8,29.0,110,9.1,49
17,5/12/2015,1204,29.7,44.5,89,7.9,44
8,5/12/2015,1041,29.0,31.6,125,14.8,48
18,5/12/2015,1216,29.1,45.3,88,4.8,56
9,5/12/2015,1058,29.0,32.2,118,10.0,58
19,5/12/2015,1256,29.5,47.5,70,3.3,45
20,5/12/2015,1307,29.5,47.1,70,4.4,41
10,5/12/2015,1142,29.8,40.2,70,15.1,49
31,5/18/2015,1119,28.9,41.2,78,28.0,111
32,5/18/2015,1053,29.3,48.0,51,18.9,101
42,5/18/2015,1238,30.2,18.1,57,29.7,121
23,5/18/2015,1414,30.3,18.9,110,35.2,74
33,5/18/2015,1031,28.5,47.8,74,24.2,114
43,5/18/2015,1223,30.6,18.1,60,27.1,119
24,5/18/2015,1407,30.6,18.8,85,35.3,78
34,5/18/2015,1017,29.0,48.0,68,20.8,114
44,5/18/2015,1207,30.2,18.0,79,20.2,115
24C,5/18/2015,1356,30.37,18.9,100,33.9,99
35,5/18/2015,1039,28.80,47.9,77,20.4,114
45,5/18/2015,1154,30.04,18.6,60,20.5,114
25,5/18/2015,1339,30.2,20.2,131,19.0,78
25C,5/18/2015,1327,29.7,20.3,138,18.3,80
27,5/18/2015,1313,29.6,20.4,145,20.3,116
28,5/18/2015,1420,30.1,19.4,130,25.3,115
29,5/18/2015,1256,30.4,34.5,100,23.1,125
30,5/18/2015,1130,29.3,36.2,98,23.2,131
21,9/28/2015,1402,30.3,39.1,161,4.6,84
12,9/28/2015,1307,30.6,26.8,140,7.0,171
4A,9/28/2015,1117,29.6,20.9,143,5.4,153
13,9/28/2015,1250,30.7,26.8,150,5.6,169
4,9/28/2015,1051,29.43,21.1,165,5.6,151
5,9/28/2015,1142,30.3,23.3,154,7.1,148
15,9/28/2015,1338,31.0,31.2,119,7.5,134
7,9/28/2015,1156,30.0,23.2,132,9.9,169
17,9/28/2015,1330,30.6,35.3,117,7.4,114
8,9/28/2015,1212,30.0,25.0,152,8.1,148
9,9/28/2015,1232,30.4,24.9,145,12.2,134
19,9/28/2015,1352,30.8,38.4,108,4.0,92
31,10/14/2015,1303,31.0,22.5,119,20.4,193
43,10/14/2015,1330,32.7,23.0,82,8.3,185
24,10/14/2015,1503,32.4,20.2,120,6.4,226
34,10/14/2015,1200,31.3,25.9,100,7.6,235
44,10/14/2015,1345,32.7,23.2,95,8.9,151
35,10/14/2015,1216,31.29,25.0,110,6.2,260
27,10/14/2015,1431,32.1,19.8,183,10.5,154
28,10/14/2015,1515,32.6,20.4,177,10.7,163
29,10/14/2015,1412,31.3,21.5,137,16.4,188
21,12/15/2015,1353,27.1,30.8,148,2.6,43
12,12/15/2015,1242,27.0,18.1,145,10.2,147
4A,12/15/2015,1100,25.9,12.3,130,6.6,167
13,12/15/2015,1300,27.0,17.9,145,8.8,133
4,12/15/2015,1120,26.11,10.9,150,6.8,142
5,12/15/2015,1147,26.8,13.5,150,6.6,137
15,12/15/2015,1322,27.5,21.1,105,13.6,133
7,12/15/2015,1204,26.0,13.6,127,8.4,143
17,12/15/2015,1312,27.4,20.6,104,11.4,135
8,12/15/2015,1220,26.8,14.3,149,8.2,145
9,12/15/2015,1230,26.7,14.5,138,10.3,138
19,12/15/2015,1328,27.9,25.0,95,10.3,100
31,12/17/2015,1204,27.3,17.9,115,16.5,124
43,12/17/2015,1230,27.3,17.3,80,18.8,137
24,12/17/2015,1407,27.8,16.8,144,15.9,139
34,12/17/2015,1104,27.0,19.7,100,17.6,144
44,12/17/2015,1248,27.3,17.6,80,16.5,135
35,12/17/2015,1123,27.16,18.5,100,18.3,147
27,12/17/2015,1333,26.9,17.4,170,14.8,130
28,12/17/2015,1420,27.6,16.8,160,23.2,143
29,12/17/2015,1314,27.3,17.7,128,16.5,130
21,2/4/2016,1434,25.7,32.3,140,3.1,43
12,2/4/2016,1320,25.5,15.5,127,14.9,117
4A,2/4/2016,1216,24.5,7.9,135,7.1,111
13,2/4/2016,1332,25.4,15.5,147,16.3,114
4,2/4/2016,1143,24.32,8.1,155,9.2,116
5,2/4/2016,1235,24.9,9.3,130,6.9,113
15,2/4/2016,1405,26.2,22.2,95,13.1,93
7,2/4/2016,1246,25.2,10.5,130,7.9,116
17,2/4/2016,1351,26.2,22.2,100,14.9,93
8,2/4/2016,1257,25.0,11.7,146,9.2,113
9,2/4/2016,1307,25.1,11.8,147,14.7,111
19,2/4/2016,1415,27.0,27,90,9.6,69
31,2/24/2016,1241,26.8,15.0,110,23.0,104
43,2/24/2016,1310,26.9,12.9,72,51.2,106
24,2/24/2016,1500,25.9,15.1,102,29.0,106
34,2/24/2016,1129,26.5,18.6,80,30.0,107
44,2/24/2016,1331,26.0,13.6,75,53.2,106
35,2/24/2016,1200,26.65,17.1,87,24.5,103
27,2/24/2016,1422,25.4,15.0,165,19.1,106
28,2/24/2016,1517,25.8,15.1,143,31.1,105
29,2/24/2016,1403,26.6,14.9,112,26.0,105
21,4/29/2016,1329,28.8,33.1,135,3.2,26
12,4/29/2016,1148,28.5,22.6,122,13.1,54
4A,4/29/2016,1030,28.0,10.4,120,9.9,66
13,4/29/2016,1156,28.3,22.7,130,15.4,54
4,4/29/2016,1042,28.00,10.4,137,7.1,68
5,4/29/2016,1059,28.3,10.5,145,7.1,66
15,4/29/2016,1248,29.3,30.0,90,19.2,42
7,4/29/2016,1113,28.2,11.8,120,7.0,66
17,4/29/2016,1214,29.2,30.9,85,13.6,39
8,4/29/2016,1124,28.9,15.6,139,11.8,60
9,4/29/2016,1132,28.5,15.7,130,11.5,60
19,4/29/2016,1309,29.8,33.2,80,4.9,29
31,5/3/2016,1440,31.2,37.7,80,15.0,80
43,5/3/2016,1550,30.3,14.3,80,30.2,103
24,5/3/2016,1725,31.5,17.0,95,20.0,83
34,5/3/2016,1010,28.2,32.8,85,15.8,84
44,5/3/2016,1607,31.6,14.4,67,33.7,105
35,5/3/2016,1030,28.02,37.7,90,14.2,87
27,5/3/2016,1655,29.3,16.7,150,18.2,85
28,5/3/2016,1734,30.0,16.7,160,20.3,86
29,5/3/2016,1637,30.9,20.9,122,25.5,93
21,6/24/2016,1402,32.2,42.1,127,2.7,53
12,6/24/2016,1229,31.5,26.2,112,13.9,63
4A,6/24/2016,1010,29.9,12.7,115,9.0,88
13,6/24/2016,1218,31.1,26.2,129,17.2,73
4,6/24/2016,1032,30.02,13.3,130,8.5,82
5,6/24/2016,1058,30.9,15.1,150,10.6,72
15,6/24/2016,1317,32.3,32.9,83,20.5,64
7,6/24/2016,1122,31.1,16.3,107,10.7,69
17,6/24/2016,1256,32.6,32.8,80,8.5,68
8,6/24/2016,1144,31.0,18.2,130,10.4,64
9,6/24/2016,1153,31.1,18.5,112,11.2,65
19,6/24/2016,1344,32.9,42.4,71,2.6,59
31,7/6/2016,1303,33.7,21.8,97,16.9,73
43,7/6/2016,1337,33.5,15.0,80,23.4,114
24,7/6/2016,1504,35.6,12.9,117,17.2,69
34,7/6/2016,1224,32.9,39.9,80,43.3,108
44,7/6/2016,1404,33.7,15.3,85,23.2,104
35,7/6/2016,1240,33.08,32.8,80,31.4,93
27,7/6/2016,1433,32.5,16.8,164,19.1,76
28,7/6/2016,1512,33.6,17.3,145,14.3,67
29,7/6/2016,1421,33.1,19.4,118,20.2,76
21,9/2/2016,1308,29.8,34.5,155,3.0,34
12,9/2/2016,1227,30.1,21.1,145,12.5,75
4A,9/2/2016,1112,29.2,11.3,150,7.7,92
13,9/2/2016,1215,29.6,21.2,148,9.8,71
4,9/2/2016,1056,29.05,11.5,160,6.6,93
5,9/2/2016,1126,29.1,12.4,160,7.1,86
15,9/2/2016,1252,30.1,28.3,107,4.6,53
7,9/2/2016,1138,29.9,16.2,135,8.4,97
17,9/2/2016,1243,29.7,32.5,110,2.2,41
8,9/2/2016,1152,29.6,16.1,155,8.8,94
9,9/2/2016,1200,29.7,15.7,148,9.6,97
19,9/2/2016,1301,30.3,33.3,98,2.9,40
31,9/7/2016,1142,31.0,14.3,113,16.4,129
43,9/7/2016,1208,32.3,11.5,100,24.2,124
24,9/7/2016,1327,32.6,15.6,110,12.4,68
34,9/7/2016,1050,30.2,19.6,82,18.7,119
44,9/7/2016,1223,31.6,11.8,110,21.9,119
35,9/7/2016,1103,30.30,21.1,89,9.6,120
27,9/7/2016,1305,31.8,14.8,175,11.9,82
28,9/7/2016,1338,31.5,15.5,153,11.3,67
29,9/7/2016,1249,31.5,13.9,130,16.1,103
31,11/16/2016,1252,24.3,11.8,104,17.2,195
43,11/16/2016,1331,25.0,7.7,115,13.0,189
24,11/16/2016,1502,24.4,13.5,109,12.1,150
34,11/16/2016,1200,24.5,16.1,92,13.7,273
44,11/16/2016,1345,24.8,7.3,91,13.1,207
35,11/16/2016,1220,23.24,18.4,98,13.9,212
27,11/16/2016,1440,24.2,13.2,166,11.1,155
28,11/16/2016,1520,24.7,13.6,150,9.2,156
29,11/16/2016,1420,24.9,11.0,125,12.7,172
21,11/21/2016,1317,21.7,28.6,128,2.7,136
12,11/21/2016,1138,21.0,15.2,115,12.7,186
4A,11/21/2016,950,20.4,6.4,123,7.9,203
13,11/21/2016,1126,21.1,18.0,130,16.3,187
4,11/21/2016,1009,20.89,6.4,140,6.9,206
5,11/21/2016,1032,21.0,6.9,142,11.8,197
15,11/21/2016,1225,21.1,24.0,84,7.9,180
7,11/21/2016,1047,20.6,6.9,138,10.4,189
17,11/21/2016,1159,21.7,16.9,85,10.5,166
8,11/21/2016,1058,20.3,8.2,140,10.0,191
9,11/21/2016,1109,22.2,10.1,132,11.5,188
19,11/21/2016,1254,21.1,22.5,75,5.3,162
4A,12/7/2016,1207,27.8,5.9,NA,NA,NA
13,12/7/2016,1357,27.3,14.1,NA,NA,NA
17,12/7/2016,1449,28.8,17.9,NA,NA,NA
8,12/7/2016,1320,27.1,8.7,NA,NA,NA
31,12/8/2016,1400,28.0,11.2,NA,NA,NA
24,12/8/2016,1600,28.0,13.6,NA,NA,NA
44,12/8/2016,1450,28.0,7.1,NA,NA,NA
35,12/8/2016,1300,28.22,15.7,NA,NA,NA
31,2/14/2017,1233,26.1,15.1,70,19.8,157
43,2/14/2017,1330,26.5,9.0,50,18.6,166
24,2/14/2017,1545,27.5,14.6,80,21.1,140
44,2/14/2017,1425,28.0,8.7,60,32.6,158
27,2/14/2017,1515,25.1,14.3,138,14.1,157
28,2/14/2017,1605,25.2,14.5,123,14.4,167
29,2/14/2017,1500,26.2,14.7,92,20.1,158
21,3/2/2017,1415,27.0,39.5,128,1.6,39
12,3/2/2017,1242,26.9,23.1,110,15.3,63
4A,3/2/2017,1140,26.1,10.8,115,14.6,77
13,3/2/2017,1254,26.4,23.3,121,17.4,63
4,3/2/2017,1130,25.88,11.0,130,10.6,75
5,3/2/2017,1152,26.3,11.1,124,11.5,74
15,3/2/2017,1327,27.0,32.4,83,2.2,55
7,3/2/2017,1205,26.5,12.8,105,10.6,71
17,3/2/2017,1311,27.3,30.3,85,10.4,59
8,3/2/2017,1228,26.7,15.9,129,11.8,68
9,3/2/2017,1230,26.5,16.2,116,14.0,66
19,3/2/2017,1350,27.3,38.8,72,2.0,43
21,5/30/2017,1705,33.2,49.2,124,2.1,114
12,5/30/2017,1524,33.3,44.6,123,9.5,134
4A,5/30/2017,1243,31.7,26.4,125,10.1,142
13,5/30/2017,1450,32.9,44.1,120,6.0,129
4,5/30/2017,1321,31.90,26.7,140,9.5,148
5,5/30/2017,1333,32.0,28.4,130,12.6,150
15,5/30/2017,1621,33.8,49.7,80,1.9,125
7,5/30/2017,1349,32.4,29.8,100,17.7,137
17,5/30/2017,1545,34.4,47.7,90,2.3,122
8,5/30/2017,1415,33.0,36.4,130,15.2,156
9,5/30/2017,1433,32.8,37.2,120,11.9,147
19,5/30/2017,1642,34.8,48.5,80,2.6,116
31,6/21/2017,1256,30.9,42.8,100,12.3,232
43,6/21/2017,1328,31.2,24.4,45,61.0,179
24,6/21/2017,1525,31.6,21.3,102,15.4,142
34,6/21/2017,1130,30.0,35.6,88,11.8,243
44,6/21/2017,1354,30.7,24.8,84,39.4,179
35,6/21/2017,1200,29.62,38.2,88,11.4,239
27,6/21/2017,1452,30.1,25.8,151,13.3,130
28,6/21/2017,1538,30.3,22.2,150,16.6,129
29,6/21/2017,1433,31.1,43.6,110,17.8,158
31,11/1/2017,1410,23.4,13.4,112,7.8,212
34,11/1/2017,1235,22.4,14.5,90,6.1,221
35,11/1/2017,1322,23.31,13.8,93,2.2,226
43,11/2/2017,1152,23.7,9.7,120,4.5,201
24,11/2/2017,1342,24.0,17.5,125,8.2,238
44,11/2/2017,1219,23.5,9.5,105,6.5,192
27,11/2/2017,1313,23.7,17.1,180,7.8,231
28,11/2/2017,1356,23.7,17.6,160,5.0,235
29,11/2/2017,1254,24.3,13.9,135,8.8,213
21,11/7/2017,1318,28.1,22.5,135,24.7,138
12,11/7/2017,1134,26.7,7.6,130,3.9,215
4A,11/7/2017,1010,26.5,3.6,125,1.3,219
13,11/7/2017,1144,27.0,8.2,135,4.0,242
4,11/7/2017,1023,26.46,3.7,145,1.2,199
5,11/7/2017,1038,26.3,4.3,135,2.0,201
15,11/7/2017,1230,27.4,12.0,90,6.3,206
7,11/7/2017,1054,26.6,4.1,125,1.9,192
17,11/7/2017,1202,28.6,16.3,90,8.5,171
8,11/7/2017,1105,26.8,4.4,140,3.4,200
9,11/7/2017,1118,26.6,4.6,130,7.2,197
19,11/7/2017,1257,28.1,12.8,80,6.2,178
21,2/7/2018,1457,25.2,31.3,112,24.5,110
12,2/7/2018,1312,25.2,18.2,101,15.8,139
4A,2/7/2018,1135,24.2,7.8,106,6.2,166
13,2/7/2018,1324,25.2,19.0,110,16.8,139
4,2/7/2018,1151,24.11,7.7,125,5.7,156
5,2/7/2018,1210,25.4,8.1,109,4.5,153
15,2/7/2018,1413,25.8,25.9,70,39.6,128
7,2/7/2018,1227,25.0,9.7,91,5.4,165
17,2/7/2018,1349,26.3,22.4,70,19.3,136
8,2/7/2018,1240,24.9,12.0,111,7.0,141
9,2/7/2018,1252,25.0,12.8,107,15.2,135
19,2/7/2018,1435,25.8,28.1,60,64.4,168
31,2/12/2018,1251,26.8,16.0,80,13.8,186
43,2/12/2018,1348,26.3,11.0,70,18.0,183
24,2/12/2018,1509,26.6,17.9,93,11.3,211
44,2/12/2018,1406,26.9,10.8,60,15.4,202
35,2/12/2018,1207,26.74,19.7,71,11.6,176
27,2/12/2018,1449,25.6,17.7,145,9.7,199
28,2/12/2018,1516,25.7,17.7,132,11.9,217
29,2/12/2018,1430,26.6,15.6,105,19.1,178
21,6/8/2018,1435,31.6,32.3,135,5.0,144
12,6/8/2018,1252,31.2,22.8,118,17.3,210
4A,6/8/2018,1120,30.2,18.5,110,20.1,147
13,6/8/2018,1300,31.3,22.9,122,14.1,234
4,6/8/2018,1134,30.31,17.9,138,15.1,150
5,6/8/2018,1209,30.7,18.3,118,10.6,138
15,6/8/2018,1350,31.5,27.5,80,21.8,186
7,6/8/2018,1224,30.9,20.1,114,13.0,153
17,6/8/2018,1323,32.0,24.4,80,35.0,186
8,6/8/2018,1230,31.0,20.3,130,15.7,144
9,6/8/2018,1238,31.1,21.9,120,13.0,183
19,6/8/2018,1415,32.3,27.8,70,28.5,174
31,7/10/2018,1233,33.4,12.6,108,19.1,253
43,7/10/2018,1321,34.9,12.9,100,32.7,223
24,7/10/2018,1432,31.1,14.7,105,11.0,285
34,7/10/2018,1139,32.7,15.6,81,4.5,285
44,7/10/2018,1338,34.2,12.7,90,33.9,243
35,7/10/2018,1145,32.60,12.6,81,18.4,277
27,7/10/2018,1420,31.4,14.8,166,7.7,200
28,7/10/2018,1452,31.6,15.3,152,5.7,236
29,7/10/2018,1406,33.5,12.7,124,11.7,255
21,9/27/2018,1303,31.0,32.2,130,20.1,184
12,9/27/2018,1129,30.9,15.1,118,10.1,230
4A,9/27/2018,945,30.0,7.5,115,7.9,190
13,9/27/2018,1118,30.7,15.7,125,4.0,216
4,9/27/2018,1006,30.00,7.3,137,8.4,188
5,9/27/2018,1023,30.9,9.2,120,6.2,207
15,9/27/2018,1212,30.6,20.4,87,10.6,207
7,9/27/2018,1039,30.5,9.3,105,3.4,231
17,9/27/2018,1150,31.9,22.0,85,12.0,235
8,9/27/2018,1050,30.9,10.4,128,4.7,205
9,9/27/2018,1102,31.1,12.0,120,4.0,200
19,9/27/2018,1235,30.7,25.8,71,18.0,182
31,10/5/2018,1159,29.1,13.9,110,22.3,206
24,10/5/2018,1301,29.4,14.4,130,4.7,259
34,10/5/2018,1119,29.0,18.9,69,7.0,276
35,10/5/2018,1132,28.60,16.5,85,20.3,233
27,10/5/2018,1239,28.9,13.4,170,13.0,193
28,10/5/2018,1311,28.9,14.5,148,2.6,207
29,10/5/2018,1225,29.0,13.5,123,14.9,207
43,10/18/2018,1445,31.5,9.3,78,23.0,246
44,10/18/2018,1517,30.1,9.3,92,22.4,230
21,2/5/2019,1415,25.0,35.0,130,3.0,141
12,2/5/2019,1230,24.9,21.0,114,3.9,155
4A,2/5/2019,1021,23.0,11.0,110,7.0,154
13,2/5/2019,1215,24.8,21.0,121,7.5,156
4,2/5/2019,1035,23.60,10.0,123,8.2,147
5,2/5/2019,1055,24.0,11.0,111,6.6,165
15,2/5/2019,1324,25.3,27.0,83,8.2,138
7,2/5/2019,1115,23.6,11.0,96,5.4,155
17,2/5/2019,1255,25.7,27.0,83,6.4,133
8,2/5/2019,1135,24.4,14.0,118,5.8,157
9,2/5/2019,1152,25.4,16.0,114,6.2,156
19,2/5/2019,1351,25.3,33.0,75,6.0,120
31,2/15/2019,1346,24.4,12.5,93,15.3,176
43,2/15/2019,1405,24.1,9.9,83,13.1,185
24,2/15/2019,1545,25.8,12.8,92,3.4,169
34,2/15/2019,1250,25.0,22.5,75,13.0,212
44,2/15/2019,1430,25.5,9.8,45,16.0,183
35,2/15/2019,1315,23.50,19.7,75,15.5,165
27,2/15/2019,1515,23.4,12.4,155,5.8,171
28,2/15/2019,1555,25.6,13.0,148,2.5,164
29,2/15/2019,1500,26.0,12.3,118,13.4,165
21,4/8/2019,1446,27.6,33.9,135,5.4,28
12,4/8/2019,1315,28.0,28.4,120,4.0,48
4A,4/8/2019,1113,27.0,13.4,117,9.8,67
13,4/8/2019,1327,27.9,27.9,129,3.0,46
4,4/8/2019,1135,26.40,13.9,128,14.4,66
5,4/8/2019,1150,27.3,14.1,121,9.0,65
15,4/8/2019,1413,27.6,33.8,96,3.0,38
7,4/8/2019,1205,27.8,19.1,100,6.6,58
17,4/8/2019,1400,28.2,33.2,93,6.2,41
8,4/8/2019,1235,27.9,22.0,120,6.0,53
9,4/8/2019,1245,27.9,22.3,120,4.0,52
19,4/8/2019,1426,27.9,32.6,83,6.3,25
31,4/15/2019,1317,31.0,33.2,80,11.3,83
43,4/15/2019,1350,31.7,11.4,74,27.3,91
24,4/15/2019,1654,31.2,12.7,109,3.7,61
34,4/15/2019,1210,29.6,32.2,67,9.1,89
44,4/15/2019,1433,30.1,11.0,79,35.9,89
35,4/15/2019,1226,29.60,34.4,88,9.9,90
27,4/15/2019,1554,29.9,13.4,154,12.9,67
28,4/15/2019,1707,30.4,12.6,135,1.9,58
29,4/15/2019,1532,31.0,24.6,113,16.1,78
4A,7/10/2019,1336,31.3,24.5,121,9.9,60
4,7/10/2019,1315,31.20,24.4,137,9.2,54
5,7/10/2019,1441,31.8,26.5,120,8.6,55
7,7/10/2019,1521,32.8,33.3,120,8.6,51
21,9/11/2019,1637,31.3,32.5,136,9.2,72
12,9/11/2019,1459,22.3,30.7,125,20.9,200
4A,9/11/2019,1300,29.7,13.8,128,16.7,124
13,9/11/2019,1447,30.9,23.7,130,18.2,207
4,9/11/2019,1316,29.80,13.6,139,11.5,138
5,9/11/2019,1337,31.1,15.6,128,9.0,138
15,9/11/2019,1536,30.6,26.4,91,44.8,186
7,9/11/2019,1400,30.9,16.0,119,14.5,162
17,9/11/2019,1534,26.1,32.0,91,30.9,185
8,9/11/2019,1419,30.5,17.6,136,18.2,168
9,9/11/2019,1430,30.9,19.1,127,15.5,168
19,9/11/2019,1613,25.7,31.3,82,17.5,186
31,9/18/2019,1211,31.6,15.1,102,12.7,152
24,9/18/2019,1533,31.3,13.9,115,8.3,188
34,9/18/2019,1108,30.8,19.3,95,16.4,260
35,9/18/2019,1125,31.10,18.4,95,15.7,241
27,9/18/2019,1418,31.2,13.4,171,7.2,122
28,9/18/2019,1547,31.2,14.1,158,3.1,150
29,9/18/2019,1357,31.6,14.6,130,11.4,147
31,11/1/2019,1113,29.9,15.6,110,12.4,304
43,11/1/2019,1137,30.3,12.8,95,23.0,172
24,11/1/2019,1254,31.7,12.9,145,9.3,381
34,11/1/2019,1032,28.8,25.7,96,8.1,351
44,11/1/2019,1150,30.0,12.8,100,22.0,162
35,11/1/2019,1045,29.50,21.7,100,9.4,361
27,11/1/2019,1227,30.1,13.3,180,7.5,187
28,11/1/2019,1307,30.7,12.9,160,6.5,282
29,11/1/2019,1214,30.4,14.4,130,7.7,268
21,11/8/2019,1215,NA,34.0,144,3.3,37
12,11/8/2019,1117,NA,20.0,132,11.5,214
4A,11/8/2019,955,NA,10.0,125,4.6,170
13,11/8/2019,1107,NA,19.0,140,11.9,229
4,11/8/2019,1014,NA,11.0,149,4.6,162
5,11/8/2019,1025,NA,16.0,138,11.5,162
15,11/8/2019,1148,NA,23.0,100,14.8,207
7,11/8/2019,1040,NA,16.0,130,9.2,174
17,11/8/2019,1137,NA,21.0,102,13.8,207
8,11/8/2019,1046,NA,16.0,140,10.3,173
9,11/8/2019,1055,NA,17.0,130,9.0,167
19,11/8/2019,1202,NA,33.0,90,3.6,62
31,1/27/2020,1323,20.7,14.4,80,19.0,201
43,1/27/2020,1408,20.4,13.1,70,21.2,168
34,1/27/2020,1210,19.7,19.2,68,20.6,183
44,1/27/2020,1503,20.9,12.7,75,21.2,123
35,1/27/2020,1240,19.90,20.2,80,20.8,183
29,1/27/2020,1620,20.8,14.3,105,16.1,183
24,2/3/2020,1450,21.5,12.7,90,11.6,219
27,2/3/2020,1311,20.9,11.7,158,9.9,201
28,2/3/2020,1500,21.7,12.6,140,9.8,234
21,2/26/2020,1452,26.7,35.2,146,5.8,39
12,2/26/2020,1320,25.9,32.8,122,12.0,81
4A,2/26/2020,1143,24.9,15.3,107,11.2,124
13,2/26/2020,1335,26.8,24.4,129,12.7,87
4,2/26/2020,1130,25.40,15.1,131,11.4,119
5,2/26/2020,1207,25.7,16.1,120,11.0,119
15,2/26/2020,1423,26.7,34.7,101,13.7,43
7,2/26/2020,1223,25.4,21.8,101,15.5,109
17,2/26/2020,1400,27.1,34.5,104,9.3,42
8,2/26/2020,1243,25.7,24.0,122,14.5,96
9,2/26/2020,1300,26.3,19.3,106,14.3,108
